word,root,rule,base
manohitra,tohitra,man~,tohitra
manady,tady,man~,tady
manante,tante,man~,tante
manohoka,tohoka,man~,tohoka
manafa,tafa,man~,tafa
manantely,tantely,man~,tantely
manoina,toina,man~,toina
manafetafe,tafetafe,man~,tafetafe
mananteraka,tanteraka,man~,tanteraka
manokana,tokana,man~,tokana
manafy,tafy,man~,tafy
mananty,tanty,man~,tanty
manoko,toko,man~,toko
manafika,tafika,man~,tafika
manao,tao,man~,tao
manokona,tokona,man~,tokona
manafike,tafike,man~,tafike
manapaka,tapaka,man~,tapaka
manolaka,tolaka,man~,tolaka
manafintohina,tafintohina,man~,tafintohina
manapatapaka,tapaka,man~,tapatapaka
manolatola,tolatola,man~,tolatola
manafitafy,tafitafy,man~,tafitafy
manapisa,tapisa,man~,tapisa
manolotra,tolotra,man~,tolotra
manafo,tafo,man~,tafo
manapitra,tapitra,man~,tapitra
manombaka,tombaka,man~,tombaka
manaha,taha,man~,taha
manaranaka,taranaka,man~,taranaka
manombana,tombana,man~,tombana
manahaka,tahaka,man~,tahaka
manaroka,taroka,man~,taroka
manombantombana,tombana,man~,tombantombana
manaingina,taingina,man~,taingina
manataka,tataka,man~,tataka
manombina,tombina,man~,tombina
manaintaina,taintaina,man~,taintaina
manatake,tatake,man~,tatake
manombo,tombo,man~,tombo
manaitay,taitay,man~,taitay
manatatra,tatatra,man~,tatatra
manomboka,tomboka,man~,tomboka
manakalitse,takalitse,man~,takalitse
manavoka,tavoka,man~,tavoka
manombotomboka,tombotomboka,man~,tombotomboka
manakalo,takalo,man~,takalo
manavona,tavona,man~,tavona
manompo,tompo,man~,tompo
manakatra,takatra,man~,takatra
manazo,tazo,man~,tazo
manondraka,tondraka,man~,tondraka
manakolaka,takolaka,man~,takolaka
manebaka,tebaka,man~,tebaka
manondritra,tondritra,man~,tondritra
manakona,takona,man~,takona
manefe,tefe,man~,tefe
manondro,tondro,man~,tondro
manakotra,takotra,man~,takotra
manefy,tefy,man~,tefy
manondrotra,tondrotra,man~,tondrotra
manamba,tamba,man~,tamba
manehaka,tehaka,man~,tehaka
manongika,tongika,man~,tongika
manambatambatra,tambatra,man~,tambatambatra
manehatehaka,tehatehaka,man~,tehatehaka
manongilana,tongilana,man~,tongilana
manambatra,tambatra,man~,tambatra
manemitra,temitra,man~,temitra
manongoa,tongoa,man~,tongoa
manambatse,tambatse,man~,tambatse
manenatena,tena,man~,tenatena
manongotra,tongotra,man~,tongotra
manamby,tamby,man~,tamby
manendry,tendry,man~,tendry
manony,tony,man~,tony
manambina,tambina,man~,tambina
manendro,tendro,man~,tendro
manonitony,tony,man~,tonitony
manambitamby,tambitamby,man~,tambitamby
manenge,tenge,man~,tenge
manonjina,tonjina,man~,tonjina
manambolina,tambolina,man~,tambolina
manenina,tenina,man~,tenina
manonjona,tonjona,man~,tonjona
manamy,tamy,man~,tamy
manenitra,tenitra,man~,tenitra
manonona,tonona,man~,tonona
manamika,tamika,man~,tamika
manenje,tenje,man~,tenje
manonta,tonta,man~,tonta
manampake,tampake,man~,tampake
manenona,tenona,man~,tenona
manontatonta,tonta,man~,tontatonta
manampika,tampika,man~,tampika
manentina,tentina,man~,tentina
manontolo,tontolo,man~,tontolo
manampike,tampike,man~,tampike
maneraka,teraka,man~,teraka
manontona,tontona,man~,tontona
manampina,tampina,man~,tampina
manerake,terake,man~,terake
manopatopa,topatopa,man~,topatopa
manampitse,tampitse,man~,tampitse
manery,tery,man~,tery
manopy,topy,man~,topy
manampoka,tampoka,man~,tampoka
maneritery,tery,man~,teritery
manora,tora,man~,tora
manampoke,tampoke,man~,tampoke
manevateva,tevateva,man~,tevateva
manoraka,toraka,man~,toraka
manampona,tampona,man~,tampona
manevika,tevika,man~,tevika
manorana,torana,man~,torana
manandindona,tandindona,man~,tandindona
manevitevika,tevika,man~,tevitevika
manoro,toro,man~,toro
manandra,tandra,man~,tandra
manoa,toa,man~,toa
manorotoro,torotoro,man~,torotoro
manandry,tandry,man~,tandry
manoantoana,toantoana,man~,toantoana
manosaka,tosaka,man~,tosaka
manandrify,tandrify,man~,tandrify
manoatoa,toatoa,man~,toatoa
manosika,tosika,man~,tosika
manandroka,tandroka,man~,tandroka
manobatoba,tobatoba,man~,tobatoba
manoto,toto,man~,toto
manandrona,tandrona,man~,tandrona
manody,tody,man~,tody
manotototo,totototo,man~,totototo
manane,tane,man~,tane
manoditra,toditra,man~,toditra
manototra,tototra,man~,tototra
mananety,tanety,man~,tanety
manoha,toha,man~,toha
manovana,tovana,man~,tovana
manangena,tangena,man~,tangena
manohana,tohana,man~,tohana
manovantovana,tovana,man~,tovantovana
manangy,tangy,man~,tangy
manohantohana,tohana,man~,tohantohana
manovo,tovo,man~,tovo
manangotango,tango,man~,tangotango
manohatra,tohatra,man~,tohatra
manovona,tovona,man~,tovona
mananjena,tanjena,man~,tanjena
manohy,tohy,man~,tohy
mananjife,tanjife,man~,tanjife
manohina,tohina,man~,tohina
mambady,vady,man~,vady
mamboatse,voatse,man~,voatse
mamboly,voly,man~,voly
mambiky,viky,man~,viky
mambohitra,vohitra,man~,vohitra
mamborika,vorika,man~,vorika
mamboatra,voatra,man~,voatra
mamboko,voko,man~,voko
mamady,vady,man~,vady
mamendrana,vendrana,man~,vendrana
mamoky,voky,man~,voky
mamadibadika,vadika,man~,vadibadika
mamendrivendry,vendrivendry,man~,vendrivendry
mamokoka,vokoka,man~,vokoka
mamadika,vadika,man~,vadika
mameraka,veraka,man~,veraka
mamolavola,volavola,man~,volavola
mamadiky,vadiky,man~,vadiky
mameravera,veravera,man~,veravera
mamaha,vaha,man~,vaha
mamery,very,man~,very
mamolivoly,volivoly,man~,volivoly
mamahatra,vahatra,man~,vahatra
mamerimberina,verimberina,man~,verimberina
mamolo,volo,man~,volo
mamahavaha,vahavaha,man~,vahavaha
mamerina,verina,man~,verina
mamololona,vololona,man~,vololona
mamahoaka,vahoaka,man~,vahoaka
mamerovero,vero,man~,verovero
mamona,vona,man~,vona
mamahotra,vahotra,man~,vahotra
mamesatra,vesatra,man~,vesatra
mamondraka,vondraka,man~,vondraka
mamahotsy,vahotsy,man~,vahotsy
mameta,veta,man~,veta
mamondrona,vondrona,man~,vondrona
mamaika,vaika,man~,vaika
mametaveta,veta,man~,vetaveta
mamone,vone,man~,vone
mamaingavainga,vaingavainga,man~,vaingavainga
mametsivetsy,vetsivetsy,man~,vetsivetsy
mamongady,vongady,man~,vongady
mamaivay,vaivay,man~,vaivay
mametsovetso,vetsovetso,man~,vetsovetso
mamongana,vongana,man~,vongana
mamaky,vaky,man~,vaky
mamezatra,vezatra,man~,vezatra
mamongika,vongika,man~,vongika
mamala,vala,man~,vala
mamezaveza,vezaveza,man~,vezaveza
mamongitrika,vongitrika,man~,vongitrika
mamalana,valana,man~,valana
mamezimbezina,vezina,man~,vezimbezina
mamongovongo,vongovongo,man~,vongovongo
mamalavala,valavala,man~,valavala
mamezivezy,vezivezy,man~,vezivezy
mamony,vony,man~,vony
mamaly,valy,man~,valy
mamezovezo,vezovezo,man~,vezovezo
mamalika,valika,man~,valika
mamikavika,vikavika,man~,vikavika
mamonjake,vonjake,man~,vonjake
mamalona,valona,man~,valona
mamikina,vikina,man~,vikina
mamonje,vonje,man~,vonje
mamalongana,valongana,man~,valongana
mamikiviky,vikiviky,man~,vikiviky
mamonjy,vonjy,man~,vonjy
mamanavana,vanavana,man~,vanavana
mamilanila,vilanila,man~,vilanila
mamonjivonjy,vonjy,man~,vonjivonjy
mamandambandana,vandana,man~,vandambandana
mamilavila,vilavila,man~,vilavila
mamonkina,vonkina,man~,vonkina
mamandana,vandana,man~,vandana
mamily,vily,man~,vily
mamono,vono,man~,vono
mamanditra,vanditra,man~,vanditra
mamilina,vilina,man~,vilina
mamonona,vonona,man~,vonona
mamandravandra,vandravandra,man~,vandravandra
maminany,vinany,man~,vinany
mamontangina,vontangina,man~,vontangina
mamanga,vanga,man~,vanga
maminavina,vinavina,man~,vinavina
mamontirika,vontirika,man~,vontirika
mamangy,vangy,man~,vangy
mamingavinga,vingavinga,man~,vingavinga
mamonto,vonto,man~,vonto
mamango,vango,man~,vango
mamingitra,vingitra,man~,vingitra
mamontona,vontona,man~,vontona
mamangovango,vango,man~,vangovango
mamingivingy,vingy,man~,vingivingy
mamonzy,vonzy,man~,vonzy
mamankona,vankona,man~,vankona
mamiongio,viongio,man~,viongio
mamoraka,voraka,man~,voraka
mamantana,vantana,man~,vantana
mamiravira,viravira,man~,viravira
mamoravora,voravora,man~,voravora
mamantsy,vantsy,man~,vantsy
mamisavisa,visavisa,man~,visavisa
mamorery,vorery,man~,vorery
mamarina,varina,man~,varina
mamita,vita,man~,vita
mamoretra,voretra,man~,voretra
mamarivary,varivary,man~,varivary
mamity,vity,man~,vity
mamory,vory,man~,vory
mamasavasa,vasavasa,man~,vasavasa
mamitrana,vitrana,man~,vitrana
mamorika,vorika,man~,vorika
mamasoka,vasoka,man~,vasoka
mamitsy,vitsy,man~,vitsy
mamoriky,voriky,man~,voriky
mamato,vato,man~,vato
mamivitra,vivitra,man~,vivitra
mamorina,vorina,man~,vorina
mamatovato,vatovato,man~,vatovato
mamizaka,vizaka,man~,vizaka
mamorivory,vory,man~,vorivory
mamatravatra,vatravatra,man~,vatravatra
mamizana,vizana,man~,vizana
mamorovoro,vorovoro,man~,vorovoro
mamatsavatsa,vatsavatsa,man~,vatsavatsa
mamizatra,vizatra,man~,vizatra
mamositra,vositra,man~,vositra
mamatsy,vatsy,man~,vatsy
mamizaviza,vizaviza,man~,vizaviza
mamositse,vositse,man~,vositse
mamava,vava,man~,vava
mamoa,voa,man~,voa
mamosobosotra,vosotra,man~,vosobosotra
mamavatra,vavatra,man~,vavatra
mamoaka,voaka,man~,voaka
mamosotra,vosotra,man~,vosotra
mamavy,vavy,man~,vavy
mamoanjo,voanjo,man~,voanjo
mamototsy,vototsy,man~,vototsy
mamazana,vazana,man~,vazana
mamoatry,voatry,man~,voatry
mamotretrika,votretrika,man~,votretrika
mamazivazy,vazivazy,man~,vazivazy
mamoatsy,voatsy,man~,voatsy
mamotritrika,votritrika,man~,votritrika
mamela,vela,man~,vela
mamoavary,voavary,man~,voavary
mamotrovotro,votrovotro,man~,votrovotro
mamelabelatra,velatra,man~,velabelatra
mamody,vody,man~,vody
mamotsoke,votsoke,man~,votsoke
mamelatra,velatra,man~,velatra
mamofy,vofy,man~,vofy
mamotsotra,votsotra,man~,votsotra
mamelatry,velatry,man~,velatry
mamoha,voha,man~,voha
mamovo,vovo,man~,vovo
mamely,vely,man~,vely
mamohavoha,vohavoha,man~,vohavoha
mamovoka,vovoka,man~,vovoka
mamelo,velo,man~,velo
mamohitra,vohitra,man~,vohitra
mamozake,vozake,man~,vozake
mamelombelona,velona,man~,velombelona
mamohitry,vohitry,man~,vohitry
mamozezy,vozezy,man~,vozezy
mamelona,velona,man~,velona
mamoivoy,voy,man~,voivoy
mamozezika,zezika,man~,vozezika
mamelovelo,velovelo,man~,velovelo
mamokaiky,vokaiky,man~,vokaiky
mamozona,vozona,man~,vozona
mamenavena,venavena,man~,venavena
mamokatra,vokatra,man~,vokatra
manjahana,zahana,man~,zahana
manjehy,zehy,man~,zehy
manjezika,zezika,man~,zezika
manjaitra,zaitra,man~,zaitra
manjeka,zeka,man~,zeka
manjinga,zinga,man~,zinga
manjaka,zaka,man~,zaka
manjenjena,zenjena,man~,zenjena
manjioga,zioga,man~,zioga
manjakazaka,zaka,man~,zakazaka
manjepizepy,zepizepy,man~,zepizepy
manjo,zo,man~,zo
manjanaka,zanaka,man~,zanaka
manjera,zera,man~,zera
manjohy,zohy,man~,zohy
manjary,zary,man~,zary
manjerizery,zerizery,man~,zerizery
manjohizohy,zohy,man~,zohizohy
manjato,zato,man~,zato
manjeva,zeva,man~,zeva
manjojotra,zotra,man~,zojotra
manjavona,zavona,man~,zavona
manjevo,zevo,man~,zevo
manjavozavo,zavozavo,man~,zavozavo
manjevozevo,zevozevo,man~,zevozevo
manabo,abo,man~,abo
manatody,atody,man~,atody
manidina,sidina,man~,idina
manaboabo,abo,man~,aboabo
manatoka,hatoka,man~,atoka
maniditra,iditra,man~,iditra
manabobo,abobo,man~,abobo
manatoly,atoly,man~,atoly
manifikifike,ifikifike,man~,ifikifike
manabony,abony,man~,abony
manatra,hatra,man~,atra
manikotra,ikotra,man~,ikotra
manabosy,abosy,man~,abosy
manatrika,atrika,man~,atrika
manila,ila,man~,ila
manadala,adala,man~,adala
manatsimo,atsimo,man~,atsimo
manilana,ilana,man~,ilana
manadana,adana,man~,adana
manatsinanana,atsinanana,man~,atsinanana
manilika,ilika,man~,ilika
manadary,adary,man~,adary
manavaka,avaka,man~,avaka
manilikilika,ilikilika,man~,ilikilika
manadidy,adidy,man~,adidy
manavanavana,vanavana,man~,avanavana
manilitse,ilitse,man~,ilitse
manadina,hadina,man~,adina
manavaratse,avaratse,man~,avaratse
manimbalo,valo,man~,imbalo
manafaka,afaka,man~,afaka
manavy,avy,man~,avy
manimbo,imbo,man~,imbo
manafana,afana,man~,afana
manavina,avina,man~,avina
manimpito,fito,man~,impito
manafatrafatra,afatrafatra,man~,afatrafatra
manavoana,avoana,man~,avoana
manimpolo,folo,man~,impolo
manafina,afina,man~,afina
manavoavo,avoavo,man~,avoavo
manina,manina,man~,ina
manafitra,afitra,man~,afitra
manavosa,avosa,man~,avosa
maninana,inana,man~,inana
manafona,afona,man~,afona
manavotra,avotra,man~,avotra
manindao,indao,man~,indao
manafovoany,afovoany,man~,afovoany
mandaboboka,daboboka,man~,daboboka
manindimy,dimy,man~,indimy
manahana,ahana,man~,ahana
mandabodaboka,daboka,man~,dabodaboka
manindrana,indrana,man~,indrana
manahy,hahy,man~,ahy
mandaboka,daboka,man~,daboka
manindroa,roa,man~,indroa
manahoaho,ahoaho,man~,ahoaho
mandaina,daina,man~,daina
maninefatra,efatra,man~,inefatra
manahoana,ahoana,man~,ahoana
mandaka,daka,man~,daka
maninenina,enina,man~,inenina
manaholo,aholo,man~,aholo
mandakotra,dakotra,man~,dakotra
manino,ino,man~,ino
manahona,ahona,man~,ahona
mandaroka,daroka,man~,daroka
maninona,inona,man~,inona
manaika,haika,man~,aika
mandempa,dempa,man~,dempa
manintelo,telo,man~,intelo
manaiky,aiky,man~,aiky
mandy,dy,man~,dy
manintsivy,sivy,man~,intsivy
manainga,ainga,man~,ainga
mandia,dia,man~,dia
manira,ira,man~,ira
manainginaingina,ainginaingina,man~,ainginaingina
mandidy,didy,man~,didy
maniraka,iraka,man~,iraka
manairana,airana,man~,airana
mandiditra,diditra,man~,diditra
manirake,irake,man~,irake
manaisotra,aisotra,man~,aisotra
mandify,dify,man~,dify
manirery,irery,man~,irery
manaito,aito,man~,aito
mandifika,difika,man~,difika
maniry,tsiry,man~,iry
manaivoka,aivoka,man~,aivoka
mandifotra,difotra,man~,difotra
maniritra,iritra,man~,iritra
manaizana,aizana,man~,aizana
mandihy,dihy,man~,dihy
manirotra,irotra,man~,irotra
manaizina,izina,man~,aizina
mandika,dika,man~,dika
manisa,sisa,man~,isa
manajima,ajima,man~,ajima
mandikadika,dika,man~,dikadika
manisaisa,isaisa,man~,isaisa
manaka,haka,man~,aka
mandikatra,dikatra,man~,dikatra
manisy,isy,man~,isy
manakaiky,akaiky,man~,akaiky
mandilana,dilana,man~,dilana
manisina,isina,man~,isina
manakalana,akalana,man~,akalana
mandilatra,dilatra,man~,dilatra
manisitra,isitra,man~,isitra
manakanga,akanga,man~,akanga
mandilotra,dilotra,man~,dilotra
maniso,iso,man~,iso
manakanjo,akanjo,man~,akanjo
mandimbana,dimbana,man~,dimbana
manitatra,itatra,man~,itatra
manakatry,akatry,man~,akatry
mandimby,dimby,man~,dimby
manito,ito,man~,ito
manakatse,akatse,man~,akatse
mandina,mandina,man~,dina
maniva,iva,man~,iva
manakeky,akeky,man~,akeky
mandinadinaka,dinaka,man~,dinadinaka
manivaka,ivaka,man~,ivaka
manako,ako,man~,ako
mandinaka,dinaka,man~,dinaka
manivakivaka,ivakivaka,man~,ivakivaka
manakoako,ako,man~,akoako
mandindina,dindina,man~,dindina
manivo,ivo,man~,ivo
manakofa,akofa,man~,akofa
mandinga,dinga,man~,dinga
manivoho,ivoho,man~,ivoho
manakora,akora,man~,akora
mandingana,dingana,man~,dingana
manizina,izina,man~,izina
manakoriasa,akoriasa,man~,akoriasa
mandiny,diny,man~,diny
manjadona,jadona,man~,jadona
manakotso,akotso,man~,akotso
mandinika,dinika,man~,dinika
manjaka,zaka,man~,jaka
manala,nala,man~,ala
mandinike,dinike,man~,dinike
manjamala,jamala,man~,jamala
manalalana,alalana,man~,alalana
mandio,dio,man~,dio
manjambena,jambena,man~,jambena
manalanalana,alanalana,man~,alanalana
mandisa,disa,man~,disa
manjanjana,janjana,man~,janjana
manale,ale,man~,ale
mandisaka,disaka,man~,disaka
manjanona,janona,man~,janona
manalika,alika,man~,alika
mandiso,diso,man~,diso
manjebijeby,jebijeby,man~,jebijeby
manalina,alina,man~,alina
mandisoke,disoke,man~,disoke
manjedana,jedana,man~,jedana
manalinalina,alina,man~,alinalina
mandity,dity,man~,dity
manjeky,jeky,man~,jeky
manalo,alo,man~,alo
manditsaka,ditsaka,man~,ditsaka
manjelatra,jelatra,man~,jelatra
manaloha,aloha,man~,aloha
manditsika,ditsika,man~,ditsika
manjembijemby,jembijemby,man~,jembijemby
manaloka,aloka,man~,aloka
manditsoka,ditsoka,man~,ditsoka
manjenjina,jenjina,man~,jenjina
manaloke,aloke,man~,aloke
mandoana,doana,man~,doana
manjiatse,jiatse,man~,jiatse
manalona,alona,man~,alona
mandoboka,doboka,man~,doboka
manjifa,jifa,man~,jifa
manalotry,alotry,man~,alotry
mandodona,dodona,man~,dodona
manjike,jike,man~,jike
manamalona,amalona,man~,amalona
mandofitra,dofitra,man~,dofitra
manjilatra,jilatra,man~,jilatra
manamato,amato,man~,amato
mandoka,loka,man~,doka
manjofo,jofo,man~,jofo
manambaka,ambaka,man~,ambaka
mandokoroka,dokoroka,man~,dokoroka
manjokaiky,jokaiky,man~,jokaiky
manambana,ambana,man~,ambana
mandomba,domba,man~,domba
manjoko,joko,man~,joko
manambane,ambane,man~,ambane
mandombo,dombo,man~,dombo
manjokojoko,joko,man~,jokojoko
manambany,ambany,man~,ambany
mandona,dona,man~,dona
manjoloka,joloka,man~,joloka
manambara,ambara,man~,ambara
mandonaka,donaka,man~,donaka
manjombona,jombona,man~,jombona
manambia,ambia,man~,ambia
mandonda,donda,man~,donda
manjombonjombona,jombonjombona,man~,jombonjombona
manambina,tambina,man~,ambina
mandondona,ndondona,man~,dondona
manjomotra,jomotra,man~,jomotra
manamboa,amboa,man~,amboa
mandoro,doro,man~,doro
manjonetra,jonetra,man~,jonetra
manambolo,ambolo,man~,ambolo
mandotra,dotra,man~,dotra
manjongy,jongy,man~,jongy
manambolombolo,ambolo,man~,ambolombolo
mandradraka,dradraka,man~,dradraka
manjony,jony,man~,jony
manambony,ambony,man~,ambony
mandrako,drako,man~,drako
manjonina,jonina,man~,jonina
manambosy,ambosy,man~,ambosy
mandrokidroky,drokidroky,man~,drokidroky
manjonitra,jonitra,man~,jonitra
manamboze,amboze,man~,amboze
manedede,edede,man~,edede
manjono,jono,man~,jono
manampala,ampala,man~,ampala
manediky,ediky,man~,ediky
manjopelaka,jopelaka,man~,jopelaka
manampaly,ampaly,man~,ampaly
manefa,efa,man~,efa
manjopelana,jopelana,man~,jopelana
manampatra,ampatra,man~,ampatra
manefatra,efatra,man~,efatra
manjopiaka,jopiaka,man~,jopiaka
manampatse,ampatse,man~,ampatse
manefitra,efitra,man~,efitra
manjoretra,joretra,man~,joretra
manampe,ampe,man~,ampe
manefitrefitra,efitra,man~,efitrefitra
manobonobona,obonobona,man~,obonobona
manampy,ampy,man~,ampy
manefo,efo,man~,efo
manodake,odake,man~,odake
manampify,ampify,man~,ampify
manehoeho,ehoeho,man~,ehoeho
manodina,odina,man~,odina
manampirina,ampirina,man~,ampirina
maneky,eky,man~,eky
manofana,ofana,man~,ofana
manampoasa,ampoasa,man~,ampoasa
manela,ela,man~,ela
manofikofika,ofikofika,man~,ofikofika
manamponga,amponga,man~,amponga
manelaka,elaka,man~,elaka
manofo,ofo,man~,ofo
mananatra,anatra,man~,anatra
manelakelaka,elakelaka,man~,elakelaka
manohatra,tohatra,man~,ohatra
manandala,andala,man~,andala
manelanela,elanela,man~,elanela
manohatse,ohatse,man~,ohatse
manandalana,lalana,man~,andalana
manelanelana,elana,man~,elanelana
manohona,ohona,man~,ohona
manandevo,andevo,man~,andevo
manelengele,elengele,man~,elengele
manohotra,ohotra,man~,ohotra
manandrana,andrana,man~,andrana
manely,ely,man~,ely
manoitra,oitra,man~,oitra
manandrandra,andrandra,man~,andrandra
manelo,elo,man~,elo
manoitse,oitse,man~,oitse
manandriana,andriana,man~,andriana
manelonelo,elonelo,man~,elonelo
manolakolaka,olaka,man~,olakolaka
manembana,sembana,man~,embana
manolana,olana,man~,olana
manandro,andro,man~,andro
manemboka,emboka,man~,emboka
manoly,oly,man~,oly
manandroka,tandroka,man~,androka
manemboke,emboke,man~,emboke
manolika,olika,man~,olika
manandrongo,androngo,man~,androngo
manembona,embona,man~,embona
manoloana,oloana,man~,oloana
manandrovo,androvo,man~,androvo
manempaempa,empaempa,man~,empaempa
manoma,oma,man~,oma
mananga,anga,man~,anga
manempaka,empaka,man~,empaka
manomana,omana,man~,omana
manangafo,angafo,man~,angafo
manempempa,empempa,man~,empempa
manomba,omba,man~,omba
manangana,tsangana,man~,angana
manempo,empo,man~,empo
manombika,ombika,man~,ombika
mananganga,anganga,man~,anganga
manempoka,empoka,man~,empoka
manombitse,ombitse,man~,ombitse
manangano,angano,man~,angano
manendaka,endaka,man~,endaka
manombotra,ombotra,man~,ombotra
manangatra,angatra,man~,angatra
manendake,endake,man~,endake
manombotrombotra,ombotra,man~,ombotrombotra
manangentsana,angentsana,man~,angentsana
manendy,endy,man~,endy
manome,ome,man~,ome
manangy,tangy,man~,angy
manendrika,endrika,man~,endrika
manompa,ompa,man~,ompa
manangola,angola,man~,angola
manendrikendrika,endrikendrika,man~,endrikendrika
manompaka,ompaka,man~,ompaka
manangolangola,angola,man~,angolangola
manendrotse,endrotse,man~,endrotse
manompana,ompana,man~,ompana
manangoly,angoly,man~,angoly
manene,ene,man~,ene
manompy,ompy,man~,ompy
manangona,angona,man~,angona
maneniky,eniky,man~,eniky
manona,ona,man~,ona
manangongo,angongo,man~,angongo
manenjika,enjika,man~,enjika
manonana,onana,man~,onana
manany,any,man~,any
manenjike,enjike,man~,enjike
manondana,ondana,man~,ondana
mananika,anika,man~,anika
maneno,neno,man~,eno
manondrana,ondrana,man~,ondrana
mananjaingy,anjaingy,man~,anjaingy
manentana,entana,man~,entana
manondrika,ondrika,man~,ondrika
mananjaka,anjaka,man~,anjaka
manepaky,epaky,man~,epaky
manonga,onga,man~,onga
mananjakanjaka,anjakanjaka,man~,anjakanjaka
manepoke,epoke,man~,epoke
manongaka,ongaka,man~,ongaka
mananjano,anjano,man~,anjano
manera,era,man~,era
manongana,ongana,man~,ongana
manankane,ankane,man~,ankane
manerana,serana,man~,erana
manongonongona,ongonongona,man~,ongonongona
manankenjy,ankenjy,man~,ankenjy
manerika,erika,man~,erika
manongotra,tongotra,man~,ongotra
mananky,anky,man~,anky
manerike,erike,man~,erike
manonina,onina,man~,onina
manankina,ankina,man~,ankina
manerinerina,erinerina,man~,erinerina
manonitra,onitra,man~,onitra
mananko,anko,man~,anko
maneritse,eritse,man~,eritse
manonitse,onitse,man~,onitse
manankolatra,ankolatra,man~,ankolatra
manero,ero,man~,ero
manonja,onja,man~,onja
manano,ano,man~,ano
manerona,erona,man~,erona
manonjaka,onjaka,man~,onjaka
mananoano,anoano,man~,anoano
manesiesy,esiesy,man~,esiesy
manonjike,onjike,man~,onjike
mananona,anona,man~,anona
maneso,eso,man~,eso
manonjo,onjo,man~,onjo
mananonanona,anonanona,man~,anonanona
manesoeso,eso,man~,esoeso
manonona,tonona,man~,onona
manantanona,antanona,man~,antanona
manesotra,esotra,man~,esotra
manonotra,onotra,man~,onotra
manantefa,antefa,man~,antefa
manety,hety,man~,ety
manontane,ontane,man~,ontane
manantena,antena,man~,antena
manetona,etona,man~,etona
manontany,ontany,man~,ontany
manantimo,antimo,man~,antimo
manetonetona,etona,man~,etonetona
manontanintany,ontany,man~,ontanintany
manantinana,antinana,man~,antinana
manetry,setry,man~,etry
manontanitany,ontany,man~,ontanitany
manantitra,antitra,man~,antitra
manetro,etro,man~,etro
manontika,ontika,man~,ontika
manantitrantitra,antitra,man~,antitrantitra
manetsaketsaka,etsaketsaka,man~,etsaketsaka
manorana,torana,man~,orana
manantoana,antoana,man~,antoana
manetsiky,etsiky,man~,etsiky
manoranorana,oranorana,man~,oranorana
manantoandro,antoandro,man~,antoandro
manevoka,evoka,man~,evoka
manory,ory,man~,ory
manantoka,antoka,man~,antoka
manevoke,evoke,man~,evoke
manoria,oria,man~,oria
manantomotra,antomotra,man~,antomotra
manevokevoka,evoka,man~,evokevoka
manorina,orina,man~,orina
manantsa,antsa,man~,antsa
manezaka,ezaka,man~,ezaka
manorinorina,orina,man~,orinorina
manantsafa,antsafa,man~,antsafa
manezakezaka,ezaka,man~,ezakezaka
manoro,toro,man~,oro
manantsanga,antsanga,man~,antsanga
mangaboka,haboka,man~,gaboka
manoroka,oroka,man~,oroka
manantsasaka,antsasaka,man~,antsasaka
mangadra,gadra,man~,gadra
manorokoroka,oroka,man~,orokoroka
manantsody,antsody,man~,antsody
mangaika,haika,man~,gaika
manorotra,orotra,man~,orotra
manantsohara,antsohara,man~,antsohara
mangaina,manga,man~,gaina
manosanosana,osanosana,man~,osanosana
manantsona,antsona,man~,antsona
mangaingaina,gaina,man~,gaingaina
manosina,osina,man~,osina
manantsonantsona,antsonantsona,man~,antsonantsona
mangana,mangana,man~,gana
manota,ota,man~,ota
manantsontsana,antsontsana,man~,antsontsana
mangeboka,geboka,man~,geboka
manoty,oty,man~,oty
manantsorona,antsorona,man~,antsorona
mangedragedra,gedra,man~,gedragedra
manotina,otina,man~,otina
manaole,aole,man~,aole
mangedrogedro,gedrogedro,man~,gedrogedro
manotra,otra,man~,otra
manara,nara,man~,ara
mangehy,gehy,man~,gehy
manotrika,otrika,man~,otrika
manaraka,araka,man~,araka
mangeja,geja,man~,geja
manotrona,otrona,man~,otrona
manarakaly,arakaly,man~,arakaly
mangeka,geka,man~,geka
manotse,otse,man~,otse
manarake,arake,man~,arake
mangenagena,gena,man~,genagena
manotsike,otsike,man~,otsike
manarana,arana,man~,arana
mangia,gia,man~,gia
manotso,otso,man~,otso
manary,ary,man~,ary
mangina,gina,man~,gina
manova,ova,man~,ova
manarina,arina,man~,arina
mangingina,gingina,man~,gingina
manovay,ovay,man~,ovay
manarira,arira,man~,arira
mangirigirika,girigirika,man~,girigirika
manovaka,ovaka,man~,ovaka
manaritra,aritra,man~,aritra
mangoana,goana,man~,goana
manovoka,ovoka,man~,ovoka
manarivo,arivo,man~,arivo
mangoangoana,goana,man~,goangoana
manovoke,ovoke,man~,ovoke
manasa,sasa,man~,asa
mangoboka,goboka,man~,goboka
manoza,oza,man~,oza
manasaha,asaha,man~,asaha
mangoka,goka,man~,goka
manozinozina,ozina,man~,ozinozina
manatike,atike,man~,atike
mangona,gona,man~,gona
manozona,ozona,man~,ozona
manatitra,atitra,man~,atitra
mangoraba,goraba,man~,goraba
mantorana,torana,man~,torana
manatitse,atitse,man~,atitse
mangorabaka,gorabaka,man~,gorabaka
mantsilany,tsilany,man~,tsilany
manato,to,man~,ato
mangorera,gorera,man~,gorera
manatoa,atoa,man~,atoa
mangorobaka,gorobaka,man~,gorobaka
